,tweet,likes,state,candidate,retweet_count
552,Sorry I couldn’t join @JudgeJeanine tonight but did you see those @realDonaldTrump rallies?! I saw them firsthand &amp; I know the #Midwest &amp; #South are #Trump country. Now get out there &amp; #vote and get your neighbor to vote!,,California,Trump,3243.0
553,"I'm not a #Trump supporter, but #BigTech has cast a shadow over #Biden's win. Read this letter (https://t.co/XIqosasGUX) sent Thurs. by 3 US Senators to #Google's CEO, about disturbing pro-liberal #bias we found in our 2020 #ElectionMonitoring project. 

We found a #SmokingGun: https://t.co/MzMuBf7bVu",,California,Trump,1689.0
554,"Let's also be VERY clear - #louisdejoy tried to steal the election for #Trump &amp; should be investigated immediately. Look at the regions that ""lost"" 300,000 ballots. Look familiar? This is the definition of #VoterSuppression #InvestigateDeJoy https://t.co/uTLecW05mQ",,California,Trump,1178.0
555,MAKE YOUR VOTE COUNT‼️ #MAGA 🇺🇸 #alwaysmoveforward #16seconds #trump #trump2020 #america #vote #vote2020 https://t.co/jlipNwTMrO,,Colorado,Trump,256.0
556,"And if you need any more proof, Donald #Trump Jr actually went online to call for Trump supporters to harass Biden Harris supporters

Last time I checked, there is no Presidential immunity for grifting children

FBI should arrest Trump Jr for incitement of terror &amp; violence https://t.co/PQpKizqBEu",,Colorado,Trump,110.0
557,Who won the debate! #america #trump #biden,,Colorado,Trump,102.0
558,You know it! #trump2020 #🖕🏻 #Antifa #communism #america #alwaysmoveforward #16seconds #trump https://t.co/SXRNGGXtGL,,Colorado,Trump,36.0
559,"DISCLAIMER‼️As a member of the #media I commentate on events as they occur w/ wisdom. The opinions expressed by me are my own &amp; not that of any religious entity, person or affiliate. 👉🏾👉🏾Tune in as I break down #donaldtrump’s pastor. #paulawhite #vickidillard #queenofmedia https://t.co/KhwCsYDtUy",,Colorado,Trump,19.0
560,"Poll: Who are YOU voting for?

✅ Retweet For Larger Sample

#Polls #USElection #Elections #JoeBiden #DonaldTrump #Biden #Trump #BidenHarris2020 #TrumpPence2020 #VOTE",,Connecticut,Trump,371.0
561,"BREAKING NEWS 🚨 Video of #DonaldTrump Emerges from when he was learning in preschool 

#impressions #comedy #preschoolapprentice @tribelaw @nbcsnl @sarahcpr @jimmyfallon https://t.co/QIxckh40Mv",,Connecticut,Trump,298.0
562,"POLL: Who Won The Debate⁉️

Let's see what YOU think!

Please RT for a larger sample.

#Debates #Debates2020 
#Trump #Biden #Debate2020",,Connecticut,Trump,155.0
563,"🔴 Red Wave — if it looks like it, if it sounds like it, if it feels like it, it is a #RedWave 🇺🇸

85 miles long BOTH ways‼️

Seaford to Montauck, in the presumably “blue” New York 🤔

Estimated 10,000 cars, PLUS many more #Trump Patriots on the side roads and on EVERY overpass! https://t.co/lqvS3kTqFr",,Connecticut,Trump,134.0
564,"Poll: Trump vs Biden, Who Wins?

Let aside your personal preference, who do YOU think will ultimately prevail and be sworn in as President in January 2021?

✅ Retweet for larger sample!

#2020Election #Election2020
#ElectionResults2020 #TrumpVsBiden #Trump #Biden2020 #Trump2020",,Connecticut,Trump,132.0
565,"Grift and corruption. This Is Still Happening: #Trump Children #Ivanka, #DonJr , and #EricTrump  https://t.co/l0PzLgJTEh",,Delaware,Trump,3.0
566,#Salviniportasfiga A #TRUMP https://t.co/5XDDaWz60u,,Delaware,Trump,3.0
567,"#SavannahGuthrie A #TRUMP:

1.“Non può ritwittare come uno zio pazzo”
2.“Mister Trump, non c'è prova di frodi né di elezioni truccate. Lei semina dubbi sulla nostra democrazia”. https://t.co/XeHVuxUfsF",,Delaware,Trump,2.0
568,"For the millions missing rent / mortgage payments and or are unable to put food on the table for your families, #Trump and the #GOP are far more concerned with filling #RBG ‘s seat on the #SCOTUS  https://t.co/2gg5Ia6NaV",,Delaware,Trump,2.0
569,"Where's the MUTE button? #DebateTonight #PresidentialDebate2020 #PresidentialDebate #TrumpHasNoPlan 
#Trump
#Bidenforthewin #cuthismike",,Delaware,Trump,2.0
570,The White House still has not released a health care plan. #60Minutes #Trump https://t.co/hvz3VUE1J2,,District of Columbia,Trump,5986.0
571,My humble advice to @JoeBiden supporters as the fmr #HomelandSecurity Advisor to @VP @Mike_Pence- Don’t let the extreme #Trump supporters on the streets bait you into violence. That’s what the #TrumpCampaign wants. They will set you up like they did this summer. Stay-#BidenCalm,,District of Columbia,Trump,4849.0
572,".@Rasmussen_Poll: #Trump ahead of #Biden, with 52% approval rating

https://t.co/5xpiT9tC6G",,District of Columbia,Trump,4283.0
573,"Post-debate poll: #Trump leads #Biden by three points in #Pennsylvania

https://t.co/Hsze5MztOm",,District of Columbia,Trump,3409.0
574,The President is lying. Georgia is counting. And the #Trump lead is shrinking. https://t.co/VxcAERtdUb,,District of Columbia,Trump,2041.0
575,"🔥 THIS IS WHAT YOUTH NEEDS 🔥

EMPOWERMENT NOT PANDERING

EDUCATION &amp; STRONG ROLE MODELS 

#FourMoreYears #BLEXIT #Trump #Trump2020LandslideVictory https://t.co/maF0PGq0rs",,Florida,Trump,968.0
576,"🇺🇸 EPIC TRUMP CAR RALLY LI NY 🇺🇸 

DON'T BE SURPRISED WHEN NY VOTES RED @NYCMayor &amp; @NYGovCuomo 

💥 Cheating Won't Work This Year 💥 

IT GOES ON FOR MILES! HUNDREDS OF CARS DRIVE WHILE 100's MORE ROOT THEM ON FROM THE SIDES ❤ NY LOVES @POTUS

#Trump2020Landslide #Trump https://t.co/54jWkn5vwW",,Florida,Trump,799.0
577,"😂 @realDonaldTrump asks rally goers in #PA today, “Are these the crowds of a second place candidate?” No, Mr. @POTUS the crowds represent #Winning #Mondayvibes  #TrumpRally #Trump https://t.co/T6I2CZiLh7",,Florida,Trump,669.0
578,"This was a reply to me from an alternate social Media platform that begins with “P”. It’s scary as heck. #Dems are trading food for votes right now. Just think if your locked down &amp; @JoeBiden wants to collect every last penny you have! #TuesdayThoughts 
#BidenHarris2020 
#Trump https://t.co/9INsoWe64j",,Florida,Trump,654.0
579,"It’s #Halloween ! I hope the children in commie I mean blue  states have a happy alternative to  #trickortreat . In #FL if you pass my #Trump signs on the way to the front door, please appreciate what you  received! #Trump2020Landslide https://t.co/nX7JmMntDy",,Florida,Trump,492.0
580,"We swear, Donald Trump is the worst racist ever. #BlackAmerican #DonaldTrump #Racism https://t.co/AmzVqvKYLY",,Georgia,Trump,130.0
581,This dark warning was issued by Voight from his Twitter account. #2020election #DonaldTrump #Prayer https://t.co/oBk5YmLa27,,Georgia,Trump,110.0
582,So this is what really happens in a 60 Minutes interview. Recording and releasing this was brilliant. #2020election #CBSNews #DonaldTrump #LiberalMedia #MainstreamMedia #MediaBias https://t.co/cuWbmTTKrV,,Georgia,Trump,93.0
583,"And people think voting for this guy is a vote for ""decency""? #2020election #DonaldTrump #JoeBiden https://t.co/gSipBpRjkH",,Georgia,Trump,81.0
584,"Believe it or not, in some states, you can! #2020election #DonaldTrump #JoeBiden https://t.co/VSE1UQD29G",,Georgia,Trump,80.0
585,Here on the island of #Guam voters chose Fmr VP Joe Biden as the next President. Though even we are Americans our votes does not count https://t.co/WIx7LrlhRD   #uselection2020 #uselection #Biden #Trump,,Guam,Trump,1.0
586,But she was so nasty!   #LeslieStahl  #Trump https://t.co/J8DfbryoFd,,Guam,Trump,0.0
587,#Trump https://t.co/V2PdUnz2j6,,Guam,Trump,0.0
588,Anybody but #Trump that mf is embarrassing https://t.co/oudyHaFblu,,Guam,Trump,0.0
589,"@SteveSchmidtSES @realDonaldTrump @ProjectLincoln In Australia, there is even a special TV show where they play Donald #Trump’s latest “speech” to a lie meter and laughing audience. He is an international joke.",,Hawaii,Trump,15.0
590,"#AmyConeyBarrett already stole her precious seat on the 7th Circuit Court of Appeals in 2017. #Obama's 2016 nominee was highly qualified black woman Myra Selby, former Justice of the Indiana Supreme Court. #McConnell refused to hold hearings, #Trump replaced her with Barrett. https://t.co/pRiNWw9lFz",,Hawaii,Trump,13.0
591,"This is now personal: My (much younger) cousin &amp; her husband, who live in a small #Wisconsin town, have #COVID. She was hospitalized today with the virus and pneumonia, sent to Madison for care not available in small towns. I will never forgive #Trump.
https://t.co/X9BYNALZFc",,Hawaii,Trump,12.0
592,"@essenviews By trying to omit the FICA payroll tax, thereby ensuring the #SocialSecurity funds will dry up within 2 years. That's the #GOP and #Trump plan.",,Hawaii,Trump,10.0
593,"@IowaGOPer Seems to me pretty obvious that #Trump supporters--after everything he has said and done, including undermining our election process--have earned out contempt. Millions of them, sadly.",,Hawaii,Trump,10.0
594,Saw this cool #Trump #Winnebago at the #DonaldTrumpJr #Rally today in #OrmondBeach #Florida https://t.co/6Hs4VrAf2F,,Idaho,Trump,10.0
595,"#OrlandoHall #LisaMontgomery #BrandonBernard 
The Three Scheduled #Executions!
Our country had moved past Federal Executions...
Help Stop The Destructive Legacy of #Trump...
@KarineOmry @SenKamalaHarris @MotherJones @TheAtlantic @helenprejean @CoryBooker @JoeBiden @ncadp @hrw https://t.co/RllxyLzuCw",,Idaho,Trump,9.0
596,"@InGodIDoTrust Nevertheless, these communist tactics dont get anyone fired. Crimes dont get them jailed.
Americans are being victimized by government police agencies who protect the abusers #CreepyJoeBiden, refuse to investigate #antifa #BLM but are more than willing to torment #Trump",,Idaho,Trump,8.0
597,#Florida is full of many wonderful #Trump #Patriots https://t.co/liEn3MBVWN,,Idaho,Trump,8.0
598,"@kaitlancollins Actually Biden and Harris both publicly gave #Trump and family well wishes after his #COVID__19 diagnosis.
#TrumpLies",,Idaho,Trump,5.0
599,"Wear a mask. Set an example. Follow the example of @JoeBiden, not #Trump. Protect others and yourself. And enjoy singing also with this. https://t.co/QAYfkzlEVB",,Illinois,Trump,645.0
600,"Anybody notice how quiet the #MeToo movement has been during the #JoeBiden campaign since he was accused of raping that woman?   

If she were accusing #Trump, you think they would be keeping it quiet?   

The failure of the MeToo movement is a bi-partisan issue.",,Illinois,Trump,202.0
601,"#Trump racism has been defeated.
#Biden style racism is back.",,Illinois,Trump,158.0
602,"Him:  #DonaldTrump is lying about his Platinum plan.  He could have done all that over the last 4 years.

Me:  You’re correct.  And #JoeBiden was also lying when he said they would talk about helping #blackpeople after the election.  He had 8 yrs with #Obama and didn’t do shit",,Illinois,Trump,150.0
603,"#Trump wittert Wahlbetrug und will vors oberste Gericht ziehen und die Moralwächter in Deutschland, die beim Rückgängigmachen der Thüringenwahl brüllend schwiegen, rasten aus. #Heuchler",,Illinois,Trump,138.0
604,"""I want Donald #Trump’s taxes, his medical records, #Ivanka’s and #JaredKushner’s security clearance documents, plus the translator’s notes from #Helsinki""

All I want is @realDonaldTrump in the #NewYork State Department of Corrections! #TrumpTerroism https://t.co/61zTigooCE",,Indiana,Trump,288.0
605,"PLAY TONIGHT: The final presidential debate in the Donald #Trump era is tonight. Download and print your #BINGO card on the link below… 

https://t.co/sto9QQs5NC https://t.co/Is8jfuDeDG",,Indiana,Trump,10.0
606,Bye bye oil industry!! #biden #trump #Debates2020 https://t.co/SCmNeNkzZz,,Indiana,Trump,10.0
607,My favorite #Trump #WalkAwayFromDemocrats #WalkAway #UnitedWeStand @realDonaldTrump @Mike_Pence @RichardGrenell @DNI_Ratcliffe @KerriKupecDOJ AGB @TheJusticeDept @DHS_Wolf @RidewithC4T @LindseyGrahamSC @ChuckGrassley @tedcruz @SenTomCotton @HawleyMO @SenatorBraun @SenToddYoung https://t.co/Wo5EZf8TTZ,,Indiana,Trump,10.0
608,"@catturd2 No, #Trump should attend but skip most of the topics and simply speak to us about his accomplishments and the corruption of Joe Biden. 
""Racism? We did that, now about Crooked #JoeBiden  grifting his son? That I can tell you!""
(Biden getting muted)",,Indiana,Trump,9.0
609,"It's 12:30AM in Florida where @realDonaldTrump is speaking at his 5th rally of the day. 

Meanwhile @JoeBiden is hunkered down in Delaware, &amp; in the rare instances he DOES leave, he doesn't even know what state he's in. Or he calls folks ""ugly"" like he did in MN on Friday. #Trump",,Iowa,Trump,74.0
610,"#Trump empowered this death threat against #LeslieStahl as was intended. He uses the bully pulpit to personally intimidate, as any good authoritarian does.  What is the next step after you get enuf independent voices intimidated? TOTAL control.  https://t.co/fyE894is5C #SmartNews",,Iowa,Trump,67.0
611,"Why does #Trump use aerial performances by military aircraft to entertain people at #TrumpRallies, even though it is illegal? It's because he has no respect for any law that gets in his way. Thanks Admiral! #MAGA2020 #KAG #IaPolitics https://t.co/UiskX8zWCT",,Iowa,Trump,28.0
612,There's no free thought in #GOP. #Trump rolls out a set of fabricated talking points &amp; they all jump on board verbatim. No matter their status or professional connections. What would happen if U tried to roll out something so obscenely fake from @JoeBiden? https://t.co/dUxLKDOspP,,Iowa,Trump,24.0
613,Why did #Trump start outsourcing his campaign ad work to #Russia? Two options: 1) Cheaper - maybe even free from the right 'benefactor' 2) Stupid - Can't fix stupid.  - https://t.co/goazEIj7D4,,Iowa,Trump,23.0
614,"Wow, this one is powerful!
WATCH IT, if you are leaning toward voting #Trump.
And don't do it.

#VoteForBiden 
#TrumpOut2020 
#ThisIsNotAmerica https://t.co/O1HoqX0H5j",,Kansas,Trump,314.0
615,"Played at his NH rally today
#Trump #KingTroller 
#Trump2020LandslideVictory https://t.co/MQ8QYgip8t",,Kansas,Trump,123.0
616,"“I don’t know what corner we’re rounding here, Deadman’s Curve?” @AnaNavarro @CNN in response to #Trump claim about #coronavirus",,Kansas,Trump,43.0
617,"Dear white liberals,

We understand you hate #Trump, we know you’re a little bitch who cries yourself to sleep because he’s still your president, but you’re not allowed to think for us minorities &amp; never will be able to. Get over it or continue crying. 😊

-TNC 

PS: you a ho",,Kansas,Trump,33.0
618,"So, the Ratings are in and @realDonaldTrump is the LOSER, as @JoeBiden had a far higher viewership. Tough luck, there, Donald. America wants to tune you out. #Ratings #Trump #DefeatTrump #VoteTrumpOut #VoteBiden 

https://t.co/vIe2lARlLt",,Kansas,Trump,29.0
619,"Racist? I think #MSM should cover what is really going on under #Trump
As always he is fixing what the previous administration's had messed up...

https://t.co/0vRCZmmNEu",,Kentucky,Trump,484.0
620,"Trump has 4 Peace Prize nom. for peace deals that before 2016 I doubt any of us would have even imagined possible. #MSM outlets before were wars and conflicts brewing as our Gov. sent us to fight them. 
Now they say #Trump is destroying what they created, message received.",,Kentucky,Trump,428.0
621,"You Gotta Love Our President!
VIDEO: #Trump Isn’t EFFING Around Anymore: Responds ‘Lock up the Bidens, Lock up Hillary,’ After Crowd Chants ‘Lock Them Up!’

https://t.co/W2l5trtjRA",,Kentucky,Trump,372.0
622,"Ted Nugget's 20 Reasons To Vote #Trump 

https://t.co/pYVxGi4AOY",,Kentucky,Trump,363.0
623,"If #Biden wins it is more of this as she has already been mentioned as a cabinet member... I say no - #KAG2020 
#Trump #MAGA2020LandslideVictory 

https://t.co/RucHipETYx",,Kentucky,Trump,334.0
624,Them racist bitches mad 😂😂🇺🇸 #JoeBiden #DonaldTrump https://t.co/2c1umXtswa,,Louisiana,Trump,205.0
625,@HKrassenstein @realDonaldTrump Take a close look at #DonaldTrump's vote count. https://t.co/sfrRPbVlKG,,Louisiana,Trump,71.0
626,"#60MinutesInterview 
The entire world is laughing at #DonaldTrump for running away from the  #60MinutesInterview because the questions were too difficult for him. 
This is from Indian Express.  

https://t.co/rt0sVzOvam",,Louisiana,Trump,57.0
627,@JoeBiden Lower taxes. Fastest GDP growth. 4 Nobel Peace Prizes. Peace negotiations and deals in the Middle East. Navy Seals rescued American hostage in Nigeria today. Best President. Best Military. Best Country. In the world...🇺🇸#HopeOverFear #Trump,,Louisiana,Trump,54.0
628,"I would love to reach 2,000 followers. Can me and my youngest daughter get a  Maga Shout-out? And a follow please share  where is My #Magaarmy ?#MAGA #MAGA2020LandslideVictory #patriots4trump  #Trump #RepublicFightsBack # https://t.co/Neo0alccpa",,Louisiana,Trump,40.0
629,"If it were up to #trump These exonerated 5 would have been dead. The same jackoff who had hush money for his prostitute and brags about grabbing woman by her pu$$y &amp; taking it.. um yeah, #TrumpIsALoser #DumpTrump2020 This in NOT my president @kenjeong https://t.co/rtd4ah8pNy",,Maine,Trump,19.0
630,"Last minute #Election2020 poll. Who do you think will win the Presidential race, #Biden or #Trump? Non-obscene comments and RTs encouraged. And no matter who you support #VOTE",,Maine,Trump,8.0
631,"Nach vier Jahren #Trump, atme ich richtig auf, wenn ich #Biden sprechen höre. Endlich wieder Sätze, die Sinn machen, nicht voller Hass und Lügen sind. Ich habe Hoffnung 🤞🏼 #Elections2020 #BidenHarris",,Maine,Trump,5.0
632,"Have you picked out your #Election2020 #wardrobe yet? We have just the thing for U!

Order now! https://t.co/Ysmy6l0TDe

#Election #ElectionDay #VoteHimOut2020 #VoteBiden #VoteBidenHarris #TurnTexasBlue #BidenHarris2020Landslide #DumpTrump #trumpthinskin #TrumpCrimeFamily #trump https://t.co/UWimDcvhlm",,Maine,Trump,4.0
633,"Treworgy’s Farm didn’t know #Trump was showing up to #Maine till this morning. They also have no control over crowd size, Secret Service does. Trump is hosting a super spreader event in the state w/the 2nd lowest infection rate &amp; the oldest population. #TrumpSuperSpreaderEvent https://t.co/ilZDCWtKBI",,Maine,Trump,4.0
634,Preach!!!!! #BlackVoicesForTrump#woke #Trump https://t.co/RF9U36ZQ0Q,,Maryland,Trump,177.0
635,Ummm why is #AngryJoeBiden screaming angrily at all 15-20 people that showed up for his “rally” in Michigan? He just gets angrier and yells more at every rally. And he still can’t say #KamalaHarris name correctly. Thank God for #Trump!,,Maryland,Trump,145.0
636,"Left: Shot

Right: Chaser 

#Trump https://t.co/vlyihZJkk9",,Maryland,Trump,41.0
637,Signs of the times. From @baltimoresun #COVID #Election2020 #Trump #cartoon #Satire https://t.co/1OUupzjpZb,,Maryland,Trump,24.0
638,"NEW MUSIC VIDEO: 

https://t.co/q3XEaSrjBM

“Diss Coarse (Joe Rogan)” is the latest single off my NEW album “The Living Game”

🎬 @MikeJon3801 
#LabelNecklace x @Soulspazm 
🎶 @LineupRoom 

Politics as usual...
#TownHall #Townhall2020 #Biden #Trump #Vote #Election2020  #Election",,Maryland,Trump,22.0
639,"$10,000 cash give giveaway: If either Presidential Candidate gets 366 or more electoral votes (Obama had 365 in 2008) in #Election2020 Ill give 10 lucky followers $1000 each! Must follow me- RT &amp; Like this to be eligible. #DakotaCashBombGiveAway #Biden #Trump (Will do live draw)",,Massachusetts,Trump,1180.0
640,It is a miracle these kids ever found their parents.   #Trump never had a plan. My 8 year old client  found her mom because she remembered her grandmothers’ number in Guatemala and convinced someone at the shelter  to let her use a phone. #FamiliesBelongTogether #BidenHarris,,Massachusetts,Trump,178.0
641,"Can't believe I have to explain this because #Coyotes is trending but:

The 545 children all came with their parents. They did not come with smugglers, coyotes, or  uncles. They are class action plaintiffs against #Trump. They are therefore children who arrived with parents",,Massachusetts,Trump,120.0
642,So again the #Trump administration is lying to you about #FamilySeparation. The parents did not want to leave their children. See below for a thread. 👇🏾,,Massachusetts,Trump,110.0
643,#trump has used our hard earned tax dollars as his personal slush fund. I hate that--I hate the way he cheats us day after day w/his lies and corruption. Please vote for #BidenHarris2020 https://t.co/q32xMf3NKR,,Massachusetts,Trump,50.0
644,"What’s interesting is that #Trump saw equal or greater vote losses from 2016 in Oakland County (-54,000) and the Wayne County suburbs (-35,000).  Can’t imagine why he’s not also fabricating fraud claims against Farmington or Bloomfield or Grosse Pointe...",,Michigan,Trump,315.0
645,"Brutal ratings, @realDonaldTrump. Sad! Looking forward to a huge celebration from coast to coast the day you leave the white house. We need a true leader. We need Joe Biden. #watchingbiden #townhall #trumptownhall #bidentownhall #trump #crookedjoebiden (he's not tho) #VOTEBIDEN https://t.co/P45kgj4wAV",,Michigan,Trump,39.0
646,"Trump rally MI
Had to stand on a folding chair and spin in a circle to get this for you all. 🇺🇸🇺🇸
#Trump 
#TrumpLandslide2020 
#Michigan https://t.co/cijBHNG0ZP",,Michigan,Trump,37.0
647,See more great cartoons from across the USA TODAY Network by clicking here: https://t.co/7KnPIdU8NU #BIDEN #Trump #Elections2020 #Election2020 @freep @usatodayopinion https://t.co/EC4R5nchVj,,Michigan,Trump,34.0
648,"#COVID19 has made it clearer than ever that everyone needs reliable high-speed broadband, but the #Trump @FCC just doubled down on repealing #NetNeutrality. Internet access should be a right, not a privilege. Join the fight to restore a free and open internet. #SaveTheInternet https://t.co/FmUy0e2Ehi",,Michigan,Trump,29.0
649,"Here it is.
The ugly truth about Jared, Ivanka and Donald Trump.

#Trump’s Vaccine Rush vs. the FDA: Inside Stephen Hahn’s “Existential Crisis” https://t.co/x7UpGufUfm via @VanityFair",,Minnesota,Trump,271.0
650,Who won the debate tonight? #Debates2020 #DebateTonight #Trump #Biden #debate #Debatenight #debates #debatedogs #PresidentialDebate2020 #PresidentialDebate #PresidentialDebates2020 #poll #ElectionDay #elections #DonaldTrump #JoeBiden,,Minnesota,Trump,61.0
651,BREAKING: CBS News declares Joe Biden president-elect after his projected win in Pennsylvania. #Election2020 #JoeBiden #DonaldTrump  | https://t.co/J3zZ928zA3 https://t.co/FGTTnFJOSf,,Minnesota,Trump,39.0
652,"I’m predicting that #Trump is going to have a serious breakdown, mental and nervous before #ElectionDay #Elections2020 

#TrollInChief #AngryBaby",,Minnesota,Trump,15.0
653,Thank you @realDonaldTrump for taking the democratic spell off me. #12moreyears #DonaldTrump #USA https://t.co/aFVsJIqUmb,,Minnesota,Trump,14.0
654,"To the #Trump kids Donald jr, Eric, and Ivanka and Mr. Ivanka - your guy are in deep do do. An orange jumpsuit may be is awaiting. #Election2020 https://t.co/1uCDPhBugj",,Mississippi,Trump,52.0
655,Please all #Trump supporters get out on #Nov3rd and vote #Red and save #America from becoming a #Democrat #socialist and #communist country!! We need to save our country https://t.co/zaNlXqF9Zn,,Mississippi,Trump,49.0
656,"'60 Minutes' airs President Trump's contentious Lesley Stahl interview////Well damn I don’t blame #Trump for not returning,#CBS is Biden’s back yard followers 🙄 #TrumpLandslide  https://t.co/wLORe9mbSg",,Mississippi,Trump,24.0
657,WHO WON THE DEBATE?  #presidentialdebate #donaldtrump #joebiden #presidentialelection #unitedstatesofamerica,,Mississippi,Trump,6.0
658,"@AngelaNWalker Yes, and the #fascists know who their friends are. Richard Spencer is #RidinWithBiden. He expects more help in crushing us from #Biden and #Harris than he ever got from #Trump. https://t.co/hnmWbLQhqR",,Mississippi,Trump,6.0
659,"Imagine that, more educated people are voting for #Biden. 

#TrumpCrimeFamily #Trump #ByeTiffany #BidenHarris2020 https://t.co/Kug5JEOZGi",,Missouri,Trump,121.0
660,"If Joe Biden doesn't win the #election, I'll venmo somebody who RTs this tweet $50. Must also follow me.

#Vote2020 #VOTE #ElectionDay #Election2020 #ElectionNight #Elections2020 #Biden #BidenHarris2020 #Trump2020 #Trump",,Missouri,Trump,31.0
661,"@RepGosar Trump reported receiving at least $2.6 million in net income from operations in Turkey from 2015 through 2018, according to tax records obtained by The New York Times. 

This is corruption!! 

#Trump &amp; the #GOP are all crooks &amp; everybody is talking about it! 

#VoteThemAllOut https://t.co/sdvQAFQbZa",,Missouri,Trump,22.0
662,"@Mike_Pence @realDonaldTrump Both #MikePence &amp; #DonaldTrump are going down in flames. The landslide election will bring them down &amp; outta here! 

#CoronaMike &amp; #InfectedTrump are 
#BurningDownTheWhiteHouse &amp; will be expunged!  

#FAM46 https://t.co/5pJhqtTy0Z",,Missouri,Trump,18.0
663,"@BillOReilly #Trump FAILED AMERICA!

Trump is not winning! 

This is not winning! 
COVID-19 Cases:
9,914,736
Deaths:
240,922

Republicans can’t spin DEATH &amp; DYING, they try to overlook it! 

All Trump had to do to avert this Pandemic was to READ THE PANDEMIC MANUAL! 

#GOP FAILED AMERICA! https://t.co/Vh01XmTazA",,Missouri,Trump,11.0
664,"From what I can tell, many people in #nhpolitics no longer care for @ChrisSununu because of his support of 2 carpetbaggers @CorkyForSenate &amp; @Mowers as they know the GOP sent them here FOR #Trump NOT the people of NH.",,Montana,Trump,3.0
665,Looks like Wikipedia is confident that Melania is on her way out of the White House and Jill Biden is moving in. #Trump #bidenharis2020 https://t.co/7SVhZpSVPD,,Montana,Trump,3.0
666,Folks claiming #Trump last night scored bc “he was so much calmer compared to the 1st debate” are giving him a cookie for appearing to be a “more polite liar” than a rabid animal,,Montana,Trump,2.0
667,"We are on the brink of a Civil War because of Donald Trump. If you don't understand that and are not preparing for this eventuality, start now. Today. He has engendered a cult mentality and when he says drink the Kool Aid they drink. And they are armed. #trump #CivilWar2020",,Montana,Trump,2.0
668,"My NSFW #mantra for the day (for times when ordinary #meditation doesn't cut it!)

""I like white folks, but I don't like you."" 

#om #shanti #shanti #f #DonaldTrump https://t.co/0Lf69Ij0fr",,Montana,Trump,2.0
669,That the #POTUS election is this close is devastating for those who are exhausted by the #Trump reality show. #Unbelievable,,Nebraska,Trump,34.0
670,"National story, happened in #Omaha where I live. New #cartoon. #strandedinOmaha #NebraskaRally #trump #2020Election 

Support me on #Patreon: https://t.co/vHTShVfv8R https://t.co/MBEfhnDycR",,Nebraska,Trump,11.0
671,"New #cartoon! #Election2020 #trump #biden #CmonMan 

Support my work: https://t.co/vHTShVfv8R https://t.co/LB0RGlbLai",,Nebraska,Trump,9.0
672,#RascistInChief #Trump https://t.co/oABlkb4hKf,,Nebraska,Trump,6.0
673,@HillaryClinton Guess who is making threats? Guess who wants to take it to court? The guy who doesn't pay taxes and bullies banks into forgiving debt. The guy who believes his own lies. The guy who caged children. The guy who looked the other way and let 240K people die from #COVID19. #Trump,,Nebraska,Trump,6.0
674,"Join us Monday 12PM PST 3PM EST for a chat with the one and only M3thods. Bring your questions, it’s gunna be a great time!
https://t.co/kdzRZvyra0

#m3thods #hunterbiden #joebiden #trump #republican #democrat #america #california #nevada #patriots @M2Madness",,Nevada,Trump,112.0
675,"Join #WokeSocieties and myself at 5pm PST 8PM EST bring your questions and popcorn! Patriotic chat and news incoming tonight!

https://t.co/tJQaOFrlSE

#brettfavre #conservative #republican #democrat #trump #biden #hunterbiden #whereshunter #vote2020 
@wokesocieties @M2Madness",,Nevada,Trump,77.0
676,"BIG NEWS: Corey Lewandowski Breaks Down Latest #Trump Internal Polling and #OH, #AZ, #TX, #GA, #WI, #PA, #MI and Even #MN are Looking GREAT for TRUMP (VIDEO) 

#Trump2020Landslide #MAGA #PromisesMadePromisesKept #LawAndOrder #VoteRed 

https://t.co/Cex3LjaYn6 via @gatewaypundit",,Nevada,Trump,74.0
677,"You know #FakeNewsMedia is using #COVID19 as a political scare tactic.  All they talk about is positive tests !!  Yet ZERO on hospitalization or deaths , WHY? Because PPL aren’t getting seriously ILL 

Safe for 99.98% of #Americans 

#SaturdayThoughts #WakeUpAmerica #Trump #MAGA",,Nevada,Trump,72.0
678,"Fact Check #FakeNews: #KamalaHarris Lies 4 Times About #Trump and #Racism on ’#60Minutes’ 

#FakeNewsMedia Propaganda 

#VoteDemsOUT #BLEXIT @PrideNews1 #PennsylvaniaForTrump #NorthCarolina #Michigan #Minnesota2020 #Wisconsin 

https://t.co/35YHasfdgY",,Nevada,Trump,69.0
679,Morning laughs with ⁦@StephenAtHome⁩ Thank you #stephenColbert #laughs #trump https://t.co/X303lTQ6vl,,New Hampshire,Trump,129.0
680,"Biden is blowing the dog whistle. References Hitler and talks about @POTUS being racist Joe acts tough as he condemns #Trump for talking to our enemies in the name of peace. Has he noticed the military is coming home &amp; no new wars #VoteRedToSaveAmerica
https://t.co/pfusOSpT4i",,New Hampshire,Trump,47.0
681,"#Trump #MAGA2020 supporters,

Don’t tell someone you love them and then vote for someone who will hurt them.",,New Hampshire,Trump,10.0
682,2020 Watch: First on @FoxNews - Top pro-Trump super PAC @AmericaFirstPAC takes aim at @JoeBiden in $10 million final ad blitz in key battleground states https://t.co/FQt0mbu6HX #2020Election #Election2020 #DonaldTrump https://t.co/8WVdSoDkJt,,New Hampshire,Trump,6.0
