,tweet,likes,country,candidate,retweet_count
121,"As Americans go to the polls today, they will be choosing between two candidates who are over 70. 
This will be the first time in America's history that a person over 75 will be in the White House. 
#usa #elections #electionnight #electionnight2020 #DonaldTrump #JoeBiden https://t.co/5sEjecxnuW",35.0,Cameroon,Trump,
122,#TRUMP ACCEPTE-T' IL SA DÉFAITE ?,13.0,Cameroon,Trump,
123,La sortie de #Trump prouve juste qu'il n'y a eu de fraude. L'homme est juste dépassé par les événements. Le dernier souffle présidentiel pour beaucoup d'incohérences.,9.0,Cameroon,Trump,
124,"Imagine that Trump was once President of the United States. Don't you feel like you can become anything you wanna be? I bet you are smarter.

#JoeBidenKamalaHarris2020 #AmericaDecides2020 #Trump #TRUMP_OUT #USAElections2020",8.0,Cameroon,Trump,
125,"One evil man, #PaulBiya, has confiscated power in #TheCameroons. He is in Year 39 of his devilish reign. #America loves &amp; enjoys democracy &amp; peaceful transitions. Whatever fight he puts up, #Trump will be gone. Yet, #EvilBiya can slaughter to stay in power. https://t.co/9hj2eLAyfq",7.0,Cameroon,Trump,
126,Cartoon for @TorontoStar  #trump  #TrumpVirus #TrumpCollapse #ElectionDay #Election2020 https://t.co/IsmXl2Odfb,4031.0,Canada,Trump,
127,This women is all of us. 👏👏👏👏👏👏👏👏 tears of joy. #bidenharis2020 #Biden #Trump #Election2020results #PresidentBiden2020 #PresidentElectJoe https://t.co/vT0FXcVWUj,3455.0,Canada,Trump,
128,Cartoon for November 7. #Trump2020 #TrumpMeltdown #trump https://t.co/txJdW4NXbx,1797.0,Canada,Trump,
129,Cartoon for @TorontoStar  #TrumpVirus #TrumpIsNotWell #Trump #TrumpMeltdown https://t.co/yZMlGoesbO,1755.0,Canada,Trump,
130,"— SHARE! —

WATCH Leslie Stahl interrupt President #Trump 73 times during 60 Minutes interview

#MAGA #Debates2020 #tcot https://t.co/UQ7AKLWJUd",1720.0,Canada,Trump,
131,@_donalphonso Möchte #Trump die #Demokraten jetzt 100:0 schlagen? ;-),7.0,Cape Verde,Trump,
132,"@_donalphonso Eine hervorragende Vorhersage.

Bei Biden nimmt man die untere Zahl und zieht noch etwas ab.

Bei #Trump nimmt man die obere Grenze der Vorhersage und gibt noch etwas hinzu.",0.0,Cape Verde,Trump,
133,So first #Trump debates Chris Wallace and now he is debating #SavannahGuthrie ...she is absolutely awful #TrumpTownHall,12.0,Cayman Islands,Trump,
134,"Best article ⁦@ClayTravis⁩ has ever written...regardless of who you are voting for, just read this...#Vote #Trump #USA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/71pkwn1dWQ",1.0,Cayman Islands,Trump,
135,I just unfollowed 3/4 of my Facebook friends. Left or right you both annoy me. Next step is unfriend. You can’t be for an issue when your guy does it and be against same issue when the other guy does it. #trump #biden  #hypocrisy,1.0,Cayman Islands,Trump,
136,"Conspiracy theorist Alex Jones shows up at Arizona vote protest
#Trump",0.0,Cayman Islands,Trump,
137,#trump #Prediction @joerogan @adamcarolla  I predict Trump will pardon #Snowden,0.0,Cayman Islands,Trump,
138,La predicción que hacen en las noticias aquí en EEUU es que gana #Trump,1330.0,Chile,Trump,
139,"Jajaja...

#DonaldTrump https://t.co/BrOIBMhhwS",604.0,Chile,Trump,
140,Barack Obama dice que si Donald #Trump no puede responder preguntas díficiles en una entrevista no debería conseguir un segundo mandato (inglés) https://t.co/OGU3djt8Jc,451.0,Chile,Trump,
141,Y eso que aún faltan los votos del estado federal de Las Condes 😂 🤡 #caezaepichi #Trump #Elecciones https://t.co/NCbypnRLP2,392.0,Chile,Trump,
142,"Exasesora de Melania #Trump afirma que ella ""está contando cada minuto para divorciarse""

https://t.co/PQcLif0UE3",358.0,Chile,Trump,
143,"Bernie Sanders predicted this, now #Trump wants to stop all vote counts... this is fucking insane 

#Elections2020   #2020Election
#PresidentialElection 
#Biden #USElection #USElections2020 

https://t.co/Lx9hA6CeCh",379.0,China,Trump,
144,"侵侵已將主要社交媒體帳號轉至Gab
面對Facebook和Twiitter既封殺行動 佢決定更改網上發言平台
侵侵AC：
https://t.co/8d1anvelDr
我都開咗AC啦 你開咗未？
https://t.co/68t9f4QuCM

建議用 #手足再料 去搵返大家！

#gab #Trump 
https://t.co/B8YZmpIQps https://t.co/p0euNgHPyq",307.0,China,Trump,
145,"#Biden secured success in #Wisconsin, turning the state from red to blue and winning its 10 electoral college votes. Biden now leads with 248 electoral votes, with #Trump at 214 votes. https://t.co/Cws3XycXNN",275.0,China,Trump,
146,#Biden won for a reason which #Trump lost for. There is one #America rather than two campaigns. Nothing prevails by dividing a people. #2020Election https://t.co/pilxImNamB,248.0,China,Trump,
147,"#Trump: If Biden wins-- China will own the United States.
#Biden: If Trump wins -- Russia will own the United States.
I feel sorry for American people for not having a third option, they have to choose between Russian and Chinese agents 😂 https://t.co/z9DYfz0oJD",244.0,China,Trump,
148,No quien CREE! Usted quien QUIERE que gane las elecciones presidenciales en Estados Unidos? #TrumpOBiden #trump #biden,279.0,Colombia,Trump,
149,"Todos lo odian, pero fue el único que le ayudó a Kevin a encontrar el ascensor en mi pobre angelito. #Trump https://t.co/uTbBFpVKB1",227.0,Colombia,Trump,
150,"¡JAJAJAJAJAJA!

Morí con ésto.

#Elecciones2020 #Trump #Biden2020 https://t.co/UYwt7aB3Sb",218.0,Colombia,Trump,
151,"Cadenas de televisión de EE. UU. cortan discurso y desmienten a #Trump
https://t.co/1ucPDYjvZD",208.0,Colombia,Trump,
152,"🇺🇲#EleccionesUSA2020 | ¿Qué esta pasando con el escrutinio en Pensilvania? Pasando por encima de la orden judicial que permite a republicanos entrar a observar el conteo de votos, en el centro de cómputo de Filadelfia no lo permitieron, según Pam Bondi, abogada de Campaña #Trump. https://t.co/4z4zrBCzLA",191.0,Colombia,Trump,
153,@kenolin1 @FLOTUS They suck at everything.  If Faux Melania wore a mask they would have pulled it off.   #FakeNews #FakeMelania #Biden #Trump #SaturdayThoughts,2.0,Congo,Trump,
154,"I did it a long time ago, lower the ratings, cancel the shit show!  #Trump #AmericaIsBack https://t.co/bKulcjv2ml",0.0,Congo,Trump,
155,@LinaHidalgoTX Vote out #TRUMP,2.0,Congo-Brazzaville,Trump,
156,"#Nigeria : Une marche de soutien en l'honneur du président américain Donald Trump.

A parade for @realDonaldTrump in Nigeria

#Africa #Nigeria #Trump #ElectionDay #ElectionNight #Elections2020 #Elecciones2020 #AmericaDecides2020 https://t.co/1YVpGv7eVq",2.0,Congo-Brazzaville,Trump,
157,"A parade for @realDonaldTrump in #Nigeria.
#Africa #Trump #ElectionDay #ElectionNight #Elections2020 #Elecciones2020 #AmericaDecides2020 https://t.co/1YVpGv7eVq https://t.co/wTmHWlobww",2.0,Congo-Brazzaville,Trump,
158,"#DonaldTrump : «Personne n’a jamais fait plus pour la communauté noire que Donald Trump, à part peut-être Abraham Lincoln» 
#USElection2020 #TrumpBidenDebate https://t.co/8SasHJKRXq",1.0,Congo-Brazzaville,Trump,
159,"🇺🇸🗳️L' #EtatsUnis
Joe Biden est crédité de 238 électeurs contre 213 pour Donald Trump
Ce qui n’a pas empêché Donald #Trump de revendiquer la victoire.Le président sortant dénonce des “fraudes” et dit vouloir saisir la Cour suprême.Joe #Biden, lui se dit confiant #USElections2020 https://t.co/uwt9qlRlBE",1.0,Congo-Brazzaville,Trump,
160,"#Trump 

""CE N'EST QUE LE DEBUT!

Le  Brésil, la Slovénie, la Pologne et la Hongrie refusent de reconnaître Joe Biden comme président élu

#ByebyeBiden #GoGoGoJoe https://t.co/JHwKC3WNK0",578.0,Costa Rica,Trump,
161,"Estoy viendo muchas cosas sospechosas 🤔 los medios esforzándose mucho por mostrar a Biden como ganador, y no contando estados donde ya ganó Trump, cuál es la idea? #Elecciones2020 #trump",398.0,Costa Rica,Trump,
162,"Al cerrar el conteo el día de las elecciones #Trump sería el ganador, la única manera en la que #Biden ganara sería dilatando el conteo varios días, para hacer eso eran necesarios votos por correo, para votar por correo se necesitaba una excusa🦠, ¿entendiste el plan..DEM..ia?",391.0,Costa Rica,Trump,
163,"Ingresaron 140.000 votos a Michigan, casi el 100% a favor de Biden, dando vuelta ese estado, sabía que algo así iba a pasar. Ahora los medios dirán “pero si Biden siempre fue ganando, no hay nada sospechoso”, aunque en USA Trump siempre llevó la delantera. #Elecciones2020 #trump",272.0,Costa Rica,Trump,
164,"#Trump 

L’Iran pourrait à son tour normaliser ses relations avec Israël, selon Trump: 
#AbrahamAccords 

https://t.co/7hMbaqeqB0 via @sputnik_fr",176.0,Costa Rica,Trump,
165,@JamesMartinSJ Hopefully she voted #Trump so she contributed to end abortion in America,11.0,Croatia,Trump,
166,"Elvis 🕺would be for #Trump:

One for the money 
Two for the show",9.0,Croatia,Trump,
167,🤣🤣🤣 #F1 #JoeBiden #DonaldTrump #F1memes https://t.co/1zAUBOfDMX,6.0,Croatia,Trump,
168,"Let's go Mr. President. Today is the day. F*ck the haters.
#ElectionDay #Vote #VoteTrump #Trump2020 #DonaldTrump #Trump #Election2020",5.0,Croatia,Trump,
169,Jedini koji nije ratovao! Faca! #Trump https://t.co/Tnk2paKHfT,5.0,Croatia,Trump,
170,"¿¡Habiendo tantas razones para votar contra #Trump, por qué aún hay quien vota por él!? 🤔
¿será que no razonan con claridad, están engañados o son supremacistas!?😳",218.0,Cuba,Trump,
171,"Que terrible este mundo, dónde una persona tan estúpida como #Trump puede hacer tanto daño a su pueblo, a la humanidad, y simplemente seguir su vida de millonario...",216.0,Cuba,Trump,
172,"Bueno amigos, #Trump ya dió su show e hizo su pataleta, por tanto #ByeByeTrump
 
¡¡HASTA NUNCA @realDonaldTrump!! https://t.co/GNNXUBz2Bd",191.0,Cuba,Trump,
173,"#Trump se prepara con los clásicos del golpismo, para autoproclamarse en EEUU como Presidente ""E""  ¿¡esperemos a ver si en Narnia lo reconocen!? ✌️😂 https://t.co/9LR7yeNMjt",167.0,Cuba,Trump,
174,La Opinión Gráfica 👉✍️🗣 ¿Qué creen? #DonaldTrump #EstadosUnidos https://t.co/iJO9G3jVGV,151.0,Cuba,Trump,
175,"For those of you who missed that #Trump commercial comparing Joe #Biden to the zombie apocalypse here it is! It's TOO FUNNY! 

#FeartheWalkingDead. #FearTWD #FTWD 

https://t.co/Z75MPJdrfV",247.0,Cyprus,Trump,
176,"#EsDePolitólogos

#EstadosUnidos 🇺🇸 en cabeza de Donald #Trump se convirtió oficialmente en el único país del mundo que se niega a participar en los esfuerzos climáticos globales estipulados en el Acuerdo de París 🌱♻️ firmados en 2016 en New York. | #Vote2020 #ParisAgreement ⚠️ https://t.co/UxqKA2MDan",55.0,Cyprus,Trump,
177,"#EsDePolitólogos

🖍 #Infografía | Hillary Clinton recibió casi 3M más votos que #Trump, pero aún así perdió elecciones en 2016 ¿Sistema obsoleto?⭐️ Los colegios electorales tienen un carácter racista, según politólogo @MattyBeRad: https://t.co/BIaoPf3QUv | #TrumpVsBiden2020 🇺🇸 https://t.co/ubSGRpvz2M",54.0,Cyprus,Trump,
178,"#EsDePolitólogos

#EstadosUnidos 🇺🇸 | #Biden ganó presidencia al asegurar estados de #Pensilvania, #Nevada y #Arizona: +74M votos contra +70M del #Trump, quien pierde su reelección. #KamalaHarris: primera vez en la historia que una mujer afroamericana, es elegida para tal cargo. https://t.co/7FbdmXy2NA",43.0,Cyprus,Trump,
179,"İç Anadolu yine şaşırtmıyor, Ege bildiğiniz gibi... #Elections2020 #Trump #Biden https://t.co/6cCwwsk3ig",37.0,Cyprus,Trump,
180,Inga tårar är så ljuvliga som vänstertårar🎉🇺🇸🤣#MAGA #Trump #FourMoreYears https://t.co/XTT1mZ6MmI,396.0,Czech Republic,Trump,
181,"Kommer vi få se de festliga scenerna med sammanbitna public service-medarbetare samt landssorg hos de vänsterblivna från 2016, repriseras 2020? #MAGA #Trump 

https://t.co/pNJ6fHpMPr",317.0,Czech Republic,Trump,
182,Sikh Americans for President #Trump 2020 https://t.co/8YUnWpxB4C,23.0,Czech Republic,Trump,
183,".@Lenkakab pro @Radiozurnal1/@CRoPlus: #Trump­ovy útoky mají svůj efekt,podrývají důvěru v instituce, jako je nezávislý tisk. Teď se prezident vydal ještě dál a útočí na instituci svobodných a férových voleb a zcela zjevně ji podrývá,což podle mnohých může být ještě nebezpečnější https://t.co/hlkpyB97Sg",23.0,Czech Republic,Trump,
184,"Daniel Anýž z @Aktualnecz pro @Radiozurnal1/@CRoPlus: Myslím si, že Donald #Trump tyhle volby vyhrál. Kromě Arizony je ten letošní rok úplně jak přes kopírák rok 2016. Dokonce i to, jak televize CNN hrozně tlačila očima Floridu k Bidenovi, a dopadlo to naopak. #AmerickáNoc",19.0,Czech Republic,Trump,
185,La première dame #melaniatrump a révélé que son fils de 14 ans avec #DonaldTrump a été testé positif au #coronavirus! https://t.co/nHmMcolMb6,13.0,Côte d'Ivoire,Trump,
186,"Why can't #Trump go to White House anymore ????
Because it's For #Biden

🤣🤣
#Election2020",11.0,Côte d'Ivoire,Trump,
187,"Les deux sont mauvais 
Mais #Trump n'a pas adouci les mauvaises intentions de son régime 
#Trump a exposé les agendas hégémoniques des usa à l'étranger.
Trump s’enfoutait des media mais Biden, comme Obama, bombardera les nations en cendres et personne ne clignotera .",8.0,Côte d'Ivoire,Trump,
188,"Like for #Biden
RT for #Trump

#USAElections2020 https://t.co/VzaP34Ukod",7.0,Côte d'Ivoire,Trump,
189,"⚠ [CONSEILS]

#DonaldTrump
#EZANEntrepreneur https://t.co/2h8PaEYEkX",1.0,Côte d'Ivoire,Trump,
190,#congogenocide #CongolsBleeding #congoisraped #congo #Burundi #Rwanda #Nigeria #EndSARS #endcongogenocide #trump #biden https://t.co/VG8eFocJLu,2.0,Democratic Republic of the Congo,Trump,
191,@France24_fr #TRUMP ou jamais,2.0,Democratic Republic of the Congo,Trump,
192,#CongoIsBleeding #congogenocide #rdc #drc #congo #biden #trump #EndSARS https://t.co/4aKDrIgAaP,1.0,Democratic Republic of the Congo,Trump,
193,Let’s help this man https://t.co/JEHZeYvTmV… #Trump,1.0,Democratic Republic of the Congo,Trump,
194,@NELLYTSHELAMUT @DhegoB @MiandaMH Mais les manœuvres dilatoires d'un #Trump font craindre le pire pour la suite ...une démocratie faillie,1.0,Democratic Republic of the Congo,Trump,
195,"“We have it totally under control.” #Trump said that in January. Wrong then and 8 million #COVID cases later, more wrong than ever. Here’s the latest in our video series, “Trumpty Dumpty Wanted a Rout.” https://t.co/IheHFkrA48",198.0,Denmark,Trump,
196,What an incredible time to be the #usa🇺🇸 and on #electionday ☺️ I’m in #atlanta #georgia its a coin toss between #trump and #Biden 🙈😱 hopefully #democracy will win 🙏🏻❤️ #goodluck #usa #vote #staysafe #brothers #sisters ps. #going #blondehair #2020 #crazy 😉 https://t.co/x01lKI7kSO,168.0,Denmark,Trump,
197,As a sudanese i feel used when Seeing #Trump using #Sudan and this peace “deal”. No mention of the blackmail of 40 million people and taking money they don’t have and making them agree to deals they didn’t discus. Try saying that to Trump fans see the replies.,124.0,Denmark,Trump,
198,American news outlets now mention #Sudan as an Arab country ONLY. No mention of Africa. It’s to confirm this is Arab-Israeli peace. if you say “the African country” that will confuse the marketing msg and they’ll lose US readers and most importantly voters in the case of #Trump,91.0,Denmark,Trump,
199,@CNN A-list lawyers won't touch #Trump at this point. They know he never pays his bills and they have no wish to dirty up their reputations by representing him.,61.0,Denmark,Trump,
200,Quand le larbinisme nous touche ! Il remercie #Trump pour avoir retirer le #Soudan de la liste des États terroristes après avoir payé 335 M USD. What a shame ! https://t.co/nNJlLrnjHP,7.0,Djibouti,Trump,
201,"Il faut que le président des #USA #Trump reconnaît qu'il a perdu et ne joue pas le même jeux que d'autre personne . Les États-Unis sont les ""roi de la démocratie "" lol",1.0,Djibouti,Trump,
202,#Trump n'a pas Tweeter depuis 7h 😱 https://t.co/co9Lqurafr,1.0,Djibouti,Trump,
203,"Sparco Bulk Kraft Wrapping Paper, Brown 
50% off 
#walmart #packing #paper #deals #steals #TuesdayMorning 
#trump #pricedrop #sale 

https://t.co/mQjhgDIxw5",0.0,Djibouti,Trump,
204,#DonaldTrump 🙏🏽👌🏽✊🏽!,0.0,Djibouti,Trump,
205,@dpakman Also #Trump  is the only person on the stage without a mask. Last time he mocked Biden for his mask he probably already was #Covid_19 positive.,4.0,Dominica,Trump,
206,"@PeterGeorgeJrTT 235,000 Americans dead from a virus he got and spread during his campaign. And the first thing #Trump did in office was sell arms to the Saudis . So please ... this is specious at best . Plus he refused to denounce white supremacists -many in his police force.  #Georgefloyd",0.0,Dominica,Trump,
207,"| #EnVivo | Joe Biden: ""Soy un demócrata pero voy a gobernar como un verdadero estadounidense. Para aquellos que votaron por mí y para los que no votaron por mí"" https://t.co/XpA8goSsqo

#DiarioLibre #DiarioLibreUSA #EleccionesEEUU #DonaldTrump #JoeBiden https://t.co/Di86zSkSaS",353.0,Dominican Republic,Trump,
